user,tweets,labels,follows
user16,"b'RT @yasmeenamodel: from mecca to babylon, this is my interpretation of the #hijab and ""feminism"" in #Islam \xf0\x9f\x98\x89\xe2\x98\xba\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x9b let\'s see how many brothels\xe2\x80\xa6'",1,following26
user16,b'This is how CBC would report it if this cutie was Muslim. https://t.co/lGsGshPc2N',1,following26
user16,b'RT @ljbeebe: The silence of the MSM is disturbing. They are tacitly approving of journalists they dont like getting beaten by antifa thugs.\xe2\x80\xa6',3,following26
user16,"b""@EuphoriaStorm You shouldn't. This is a full blown islamic invasion. \n\nVote this jihadi out.""",3,following26
user16,"b""RT @EuphoriaStorm: Trudeau has given 'diversity' a whole new meaning: Where illegals get free housing, welfare and money for showing up at\xe2\x80\xa6""",3,following26
user16,"b""I'll raise you one even better.\n\nI know a refugee that came on his own without being part of this Invasion Trudeau\xe2\x80\xa6 https://t.co/ByjfIvjnhS""",3,following26
user16,"b""@DavePinFL @joeblow745 If the asswipe wrecking this country wins again next year I'm out.""",1,following26
user16,"b'RT @sluttyinfidel: Muslims drink, smoke weed, and commit Zina, but when someone comes out as an Ex-Muslim and criticizes Islam, they say, \xe2\x80\x9c\xe2\x80\xa6'",0,following26
user16,"b'RT @wopette71: This is what angers me about the leftists, ex Muslim men and women flee to Canada for safety from their own people, why? Lea\xe2\x80\xa6'",3,following26
user16,"b""@HagenSon_71 Careful now. Snowflakes don't like these words \xf0\x9f\x98\x82""",1,following26
user16,b'@juve_NEO @beisan Allow me to thank your white privileged a**. :)',1,following26
user16,"b""When you're ignorant &amp; priviliged like missy here and think you know it all but in fact you know nothing about the\xe2\x80\xa6 https://t.co/PxmvMtbZiG""",1,following26
user16,b'@KevinKevinsec I stick out like an islamophobic thumb \xf0\x9f\x91\x8d \xf0\x9f\x98\x82',0,following26
user16,b'We are:\n\nIslamophobes\nWhite supremacists\nNazis\nRacists \nFar right \nAlt right\nMisogynists\nAnti immigrant \nOld stock\xe2\x80\xa6 https://t.co/pp14fK2KvZ',3,following26
user16,"b""RT @AMDWaters: The Muslim Council of Britain demand a full inquiry in to Boris Johnson's offensive comments.  I demand a full inquiry in to\xe2\x80\xa6""",3,following26
user16,"b""RT @CCWWFoundation: @Brett_CBC @OneGodlessWoman Shooter only lived there 4 months, it's 2018 the shooter has NO online activity, not even o\xe2\x80\xa6""",3,following26
user16,"b""@Pple1st @Alzer_One @MaximeBernier @Comoncentscourt @CTVNews This isn't immigration. This is an invasion.""",3,following26
user16,b'@MaximeBernier @CTVNews Finally someone calling all the bulls**t out.',1,following26
user16,b'You know some of us ran away from awful things. \n\nThings like communism &amp; Islam.\n\nDoes our voice not matter? Are ou\xe2\x80\xa6 https://t.co/KH547hMZCk',3,following26
user16,"b'RT @Imamofpeace: I don\xe2\x80\x99t understand how feminists and the far-left can be in bed with the Muslim Brotherhood, and still call for gender neu\xe2\x80\xa6'",3,following26
user16,"b""RT @LeonardRoxon: THIS is @JustinTrudeau's Canada for you! Absolutely NO respect for Canada or Canadian history! Ready to embrace your new\xe2\x80\xa6""",4,following26
user16,b'@LindaFrum I am burning my hijab this week &amp; will post it to raise awareness that this is a tool of oppression &amp; no\xe2\x80\xa6 https://t.co/i8GIILBTnj',0,following26
user16,b'@LindaFrum These coverings are tools of Oppression &amp; plz do not be fooled by those telling you that they are choice\xe2\x80\xa6 https://t.co/fGKYadPfAM',0,following26
user16,b'@LindaFrum Thank you for this. \n\nThe ex Muslim Community in Canada is living in fear and we have been marginalized\xe2\x80\xa6 https://t.co/duJUFIgmS3',3,following26
user16,"b""@MaximeBernier As an Xmuslim living in Trudeau's horror show Islamic invasion, thank you for this thread.""",3,following26
user16,b'@MmeHebb @fri_kelly @CBCAlerts You care about xmuslims too?  You know the ones Muslims like to kill? Or do you only\xe2\x80\xa6 https://t.co/9GgNJjcYbV',3,following26
user16,b'@DianeMariePosts @CBCAlerts Bravo. Yes Bravo for sitting on your ass on allowing an Islamic Invasion to occur in yo\xe2\x80\xa6 https://t.co/9NSpja0DZR',3,following26
user16,"b""@ChrystiaU @CBCAlerts This is like a muslim twilight zone isn't it? \n\nFeels planted.""",3,following26
user16,b'@CBCAlerts Pushing islam again I see.',0,following26
user16,b'@cathmckenna You are now a justice expert?',4,following26
user16,b'RT @ConfessionsExMu: I really want to talk about how pervasive #InternalizedMisogyny is in the Muslim world and how it is women that active\xe2\x80\xa6',0,following26
user16,b'@forfucksakexx When you live the horror I have you will want to watch it go up in flames too.',3,following26
user16,b'RT @NoBulll101: JUST Look at the arrogance of Hyper-Drugged up Trudeau using this platform to campaign. Nothing in Canadian History has eve\xe2\x80\xa6',3,following26
user16,"b""That's all we need now more deranged minorities telling us what to think &amp; how to feel. \n\nFunny enough pedophiles m\xe2\x80\xa6 https://t.co/ubXBOdQwW8""",3,following26
user16,b'So after watching this distressing video am I now supposed to go out &amp; hug a pedophile or invite them over for a ki\xe2\x80\xa6 https://t.co/h4nTwRpdlH',3,following26
user16,b'@tiqigal And when we try to propagate a movement to counter the brainwashing islamists are doing in the west we get\xe2\x80\xa6 https://t.co/j8gGjoA2S5',3,following26
user16,b'@CDaprona And pussy hats',1,following26
user16,b'The things the ignorant say to feel good about being a narrow minded judgmental bigot. \n\nWe do this to spread aware\xe2\x80\xa6 https://t.co/cmTTQcbjmV',1,following26
user16,b'I am going to burn my hijab (the one I left saudi wearing) when I escaped in 2003.\n\nGive me a good chunk of likes &amp;\xe2\x80\xa6 https://t.co/qdWAbSrtqI',0,following26
user16,b'We get killed &amp; he celebrates... https://t.co/e6s9Qh9XgN',3,following26
user16,b'@meganTcbc The ignorant cheered.',1,following26
user16,b'@CBCNews @DanTaekema If this toddler was saved by someone who was not Muslim or a refugee would you have reported it?',2,following26
user16,b'RT @FaithGoldy: The liberal press has declared a total media blackout surrounding my Mayoral bid. \n\nWould be a real shame if you were to RT\xe2\x80\xa6',3,following26
user16,b'@sunlorrie We will make friends again starting next year &amp; will do so without Trudeau.',4,following26
user16,"b""@CionaodMcGrath Islam isn't a race &amp; diversity is not our strength &amp; this isn't the shooter.""",3,following26
user16,b'@Ocasio2018 @IlhanMN Tell the hero to remove the tool of oppression she is advertising as a symbol of strength. \n\nH\xe2\x80\xa6 https://t.co/UcEcCFunDX',0,following26
user16,b'@Pha_Queue Part of me wonders if MSM did not know the identity of the shooter and automatically insert mental illne\xe2\x80\xa6 https://t.co/VGIiffFOaf',3,following26
user16,"b""@SaralIlene We shouldn't be blamed for getting our hands dirty when all we have is a sea of muck.""",3,following26
user16,"b""It's always a good day when the religion of pieces is spared the blame after a senseless shooting.\n\nYesterday he wa\xe2\x80\xa6 https://t.co/7d5LGMHlNO""",3,following26
user16,b'@Canadianjo There is also a massive culture Clash going on so yes people will get pissed and angry and shootings wi\xe2\x80\xa6 https://t.co/DP2JaKWXgT',3,following26
user16,"b'So... \n\nIt rests here. \n\nTill the next terror attack. \n\n&amp; Yes, I said terror.'",3,following26
user16,b'@wanda_carroll @sunlorrie Wanda is I brainwashed Lefty who refers to herself in the third person. \n\nIgnore Wanda.',3,following26
user16,"b'@05v1000 And kill cops... Some ""severe mental illness"" this must be.  But they never tell us which one it is or who\xe2\x80\xa6 https://t.co/LXYeLU5TEb'",3,following26
user16,b'RT @Alzer_One: @OneGodlessWoman @JohnLohrMLA Marxists &amp; the Muslim Brotherhood...\n\nthe unholy alliance of tyranny in the 21st century',3,following26
user16,b'@Alzer_One @JohnLohrMLA All radicals think the same. We are in the grasp of a radical left dangerous government. \n\nThis must change.',3,following26
user16,"b""@JohnLohrMLA I'm in Halifax. \n\nWilling to volunteer if you need me.""",4,following26
user16,b'@JohnLohrMLA I agree 100%. They must be put back. \n\nThis wave of white guilt &amp; shaming of Canadians MUST STOP. \n\nCo\xe2\x80\xa6 https://t.co/EAUETl98gD',4,following26
user16,b'RT @Imamofpeace: Good on [the majority of] Michigan for not voting for Abdul. This shows that there is hope in that part of \xf0\x9f\x87\xba\xf0\x9f\x87\xb8. I\xe2\x80\x99m not aga\xe2\x80\xa6',4,following26
user16,"b""@realDonaldTrump Too bad you're not an islamist or ISIS. Trudeau would have been making love to you by now.""",3,following26
user16,b'MSM now will flood us with how we should embrace this poor mentally sick man and his family &amp; maybe start a fundrai\xe2\x80\xa6 https://t.co/DmAE35qTtd',1,following26
user16,"b""If this involved a fucking hijab would it have not been labeled a hate crime by now &amp; the white people's names and\xe2\x80\xa6 https://t.co/WkyHsjKsG9""",0,following26
user16,b'@4CanadianAction Canada is ours. We will take her back.',3,following26
user16,b'This is an impossible in Saudi. \n\nA picture like this would get me killed... \n\nLove you Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 &amp; Stay strong!\xe2\x80\xa6 https://t.co/kH7MmbeRrG',3,following26
user16,"b""@DrJacobsRad Saudis don't get talk about their fear of no safety here in Canada. \n\nSaudi Arabia is a Sharia law sta\xe2\x80\xa6 https://t.co/YbHaQeCkpk""",0,following26
user16,b'@MpSelinna @EekrawK Omg I NEED WINE!!!',4,following26
user16,b'@EekrawK Incoming snowflake trigger:\n\nXmuslim. \nDoug supporter. \nConservative paraphernalia. \nIslamophobe. \nHalf na\xe2\x80\xa6 https://t.co/1YlOVR3Ezq',3,following26
user16,b'You are Justin of Arabia... \n\n\xf0\x9f\x98\x82 @JustinTrudeau',1,following26
user16,b'@CDaprona Police said they will not release names. Makes me wonder if diversity is involved.',3,following26
user16,"b""@JustinTrudeau Is it another mysterious case of Mental illness?  We really must 'embrace' the shooters family... No?""",3,following26
user16,b'This is fucked \n\nhttps://t.co/bEdxwc8C9m',1,following26
user16,"b'@Mountai77286701 @smfehir Not surprised. In 3 days it will be another ""mental Illness"".'",3,following26
user16,"b'RT @smujpot: ABSOLUTELY - crimes against Canada - wasted billions, spawned idiot children with valley girl, made us into a whining socialis\xe2\x80\xa6'",1,following26
user16,"b""Even if the current shooting in NB is not related to the open INVASION Canada is witnessing atm, I'm SICK &amp; TIRED o\xe2\x80\xa6 https://t.co/bCb146zWT5""",3,following26
user16,b'No shock. \n\nMy scholarship was taken away from me by Saudi after a Saudi colleague sexually assaulted me at work.\xe2\x80\xa6 https://t.co/5FdUcLmK4g',3,following26
user16,"b""@Cricrifi @Tobyesterhase1 @BBCBreaking Not yet but will dig. Can't rely or believe the lies pushed out by corrupt media anymore.""",3,following26
user16,"b""@BBCBreaking @Tobyesterhase1 This is the effect of justin Trudeau's diversity...?""",3,following26
user16,"b""RT @AMDWaters: This woman said Boris Johnson's comments have dehumanised her.  Can't make this stuff up. https://t.co/hglO8062pA""",0,following26
user16,"b""Good! \n\nWhat a s**tty comparison. \n\nThey don't look like patio umbrellas, they look like walking garbage bags. https://t.co/4u8laKODqq""",1,following26
user16,"b'RT @LeaveEUPronto: Political correctness is used to shame and silence you into submission.\n\nYou have a choice, fight it and defeat it or yo\xe2\x80\xa6'",3,following26
user16,b'@ezralevant @MarkMyw90832187 Hijab=niqab=Abaya=Burka= Tools Of oppression.',0,following26
user16,"b'@DrJacobsRad @p00rpete Saudi has manipulating the oil market as a method to control the world around it, perfected\xe2\x80\xa6 https://t.co/t2ey71rzmR'",3,following26
user16,b'@monica_barona How Islamophobic of the federal government...',0,following26
user16,"b""This is a show so don't lose your focus. \n\nTrudeau MUST go next year. https://t.co/VX0iek7Hry""",4,following26
user16,b'@PinchyC @Cosmic_Slice @VancouverSun ISIS feel the same way you do.',3,following26
user16,"b'RT @AndrewScheer: We should not allow political correctness to erase our history. We can look to the past, acknowledge and learn from mista\xe2\x80\xa6'",3,following26
user16,b'RT @TarekFatah: \xe2\x80\x9cOne last request to the departing Saudis: Could you also take back all the Saudi-trained Islamic clerics you\xe2\x80\x99ve planted in\xe2\x80\xa6',0,following26
user16,"b""@TarekFatah All handsome clean cut guys but the mind is rotten. \n\nBut I'm an islamophobe so just ignore me.""",0,following26
user16,b'@JustinTrudeau says sharia law is compatible with western values. \n\nYou be the judge. \n\n#M103 https://t.co/TrJ9nv3rTc',0,following26
user16,b'Islamic diversity for you. https://t.co/ZJLBhLVkS6',0,following26
user16,"b'@V_of_Europe The left, in a few years, will be listed as a terrorist group. \n\nThis is a must happen.'",3,following26
user16,"b'RT @V_of_Europe: Afghan whose deportation was blocked by crying Swedish girl, whipped his wife and daughters https://t.co/CX2wuGNOsM'",3,following26
user16,b'@HolgerD7 @1Romans58 They are doing this fully knowing the original people of their countries will be slaughtered.\xe2\x80\xa6 https://t.co/GUQmcNx9Sm',3,following26
user16,b'RT @1Romans58: This young girl will suffer for the rest of her life while this low life dances.  Americans are running low on patience. \n\nA\xe2\x80\xa6',3,following26
user16,"b""@EekrawK If I wasn't on vacation I'd be on it like the niqab on a muslima woman's face \xf0\x9f\x98\x82""",0,following26
user16,b'RT @ashutosh0015: @OneGodlessWoman Those who hate Israel also hate America Europe India. All their hate is based on the holy scripture of t\xe2\x80\xa6',0,following26
user16,"b'@Philassie @humansofny @exmuslimprophet Did you mean to say overcome? If yes, then yes, but it takes a loooooooong\xe2\x80\xa6 https://t.co/97qtJXwcqu'",4,following27
user16,b'RT @Chopomatic: @syptweet Speech Police.\n\nOrwell warned us. https://t.co/aKCnAzH8j2',4,following27
user16,"b'RT @Miss_GabriellaL: @syptweet Since you have no real crimes i.e. murder, rape, grooming to investigate can I report a 30 year old non-crim\xe2\x80\xa6'",3,following27
user16,"b'They\xe2\x80\x99ve successfully outdone Sharia now. Even the basij in Iran are like \xe2\x80\x98for real, bro?\xe2\x80\x99'",0,following27
user16,"b'@MaajidNawaz They\xe2\x80\x99ve successfully outdone Sharia now. Even the basij in Iran are like \xe2\x80\x98for real, bro?\xe2\x80\x99'",0,following27
user16,"b'RT @ashkhan88: @ConfessionsExMu I have studied 18 years Quran, result is I am out of it'",0,following27
user16,b'RT @Missy05883477: I love reading and listening to @ConfessionsExMu. She makes so much sense. If only those who try to defend/support islam\xe2\x80\xa6',0,following27
user16,"b'RT @AFP: Seven people including two British tourists are wounded in Paris by a man, believed to be an Afghan national, armed with a knife a\xe2\x80\xa6'",3,following27
user16,b'RT @MoTheAtheist: Nothing like the smell of religious panic to make your day :)  #ExMuslimsRising \nSource: https://t.co/6b1MTuaKdp https://\xe2\x80\xa6',0,following27
user16,b'I\xe2\x80\x99ve received many messages from concerned ppl telling me that someone they love is considering converting to Islam\xe2\x80\xa6 https://t.co/R2pBiNp5BD',0,following27
user16,b'RT @Imamofpeace: Syrian school before and after defeating ISIS. Beautiful. https://t.co/cE94lQnUJq',3,following27
user16,b'@promethee5 @imamette \xf0\x9f\x91\x8c It\xe2\x80\x99s like that female character is every clueless Sarsour supporter.',1,following27
user16,"b'RT @WomensMarch4All: Nazis repeatedly used the term Untermensch (subhuman): ""We shall take care that never again in Germany, the heart of E\xe2\x80\xa6'",3,following27
user16,b'RT @jerommeke1701: @ConfessionsExMu How do you solve a problem like Sharia?\n\n#LindaSarsourHitSongs',0,following27
user16,b'#LindaSarsourHitSongs\n\nI can\xe2\x80\x99t see your face when I\xe2\x80\x99m with you',1,following27
user16,b'#LindaSarsourHitSongs\n\nI\xe2\x80\x99m leaving on a buraq',0,following27
user16,"b""RT @obaidomer: #LindaSarsourHitSongs \nDon't Stand So Close To Me It's Haram""",0,following27
user16,"b""RT @Stevie_Gonzalez: #LindaSarsourHitSongs\n\nThis Time I Know It's Israel""",3,following27
user16,"b'RT @obaidomer: #LindaSarsourHitSongs \nOnce, Twice, Three Times Talaq'",0,following27
user16,b'RT @mhznm: Itsy Bitsy Teeny Weeny Eyehole Burkini \n #LindaSarsourHitSongs',0,following27
user16,b'RT @KrazeeCatLaydee: Whip It! #LindaSarsourHitSongs',3,following27
user16,b'RT @EyeVey: Hit Me With Your Best Rock  #LindaSarsourHitSongs',0,following27
user16,"b""RT @winxfortune: #lindasarsourhitsongs\nU Can't Draw This""",0,following27
user16,b'RT @Gazorpazorpfiel: #LindaSarsourHitSongs \nLike 72 virgins',0,following27
user16,b'RT @jwehrle: Cover Up Little Susie #LindaSarsourHitSongs',0,following27
user16,b'RT @jwehrle: Single Ladies (Put a Burqa On It) #LindaSarsourHitSongs',0,following27
user16,"b""RT @jwehrle: Don't Stop Believin' (Or You Die) #LindaSarsourHitSongs""",0,following27
user16,b'RT @stevensongs: Oppress Yourself  #LindaSarsourHitSongs',0,following27
user16,"b""RT @RonColeman: Jews Aren't So Beautiful (To Me) #LindaSarsourHitSongs""",3,following27
user16,b'RT @PhantomJokerVPJ: Baby Got Burqa\n #LindaSarsourHitSongs',0,following27
user16,b'RT @ZandarSubzy: #LindaSarsourHitSongs Nice day for a child wedding',0,following27
user16,b'RT @BoonaticRex: I Kissed a Girl (and they killed me) #LindaSarsourHitSongs',0,following27
user16,b'RT @MaajidNawaz: WATCH &amp; SHARE: Israel (an imperfect democracy) will always be better than Iran (a tyrannical theocracy) unless - maybe - i\xe2\x80\xa6',3,following27
user16,"b'@StewartCBova I have a lot of respect for her too. I also understand that, as a Muslim, she has a cement wall up in\xe2\x80\xa6 https://t.co/qRBI223fll'",0,following27
user16,b'How many times do you have to say\n\nMuslims =/= Islam \n\nbefore it starts to sink in?\n\nIs it a billion? I\xe2\x80\x99m pretty su\xe2\x80\xa6 https://t.co/DOjQIHfqOX',0,following27
user16,"b'@mkfcca @cedarsjwsurvey @baker271974 I wish more Muslims/religious ppl were like you, Mostafa. I think that\xe2\x80\x99s a bea\xe2\x80\xa6 https://t.co/ZOeudnR5jM'",0,following27
user16,"b'RT @ConfessionsExMu: @LiquidDemonsCC Except now she\xe2\x80\x99s made a parallel to Nazism, so would she assert that \xe2\x80\x98Nazism is perfect, Nazis are not\xe2\x80\xa6'",3,following27
user16,"b'@LiquidDemonsCC Except now she\xe2\x80\x99s made a parallel to Nazism, so would she assert that \xe2\x80\x98Nazism is perfect, Nazis are\xe2\x80\xa6 https://t.co/VIpfiCyBZs'",3,following27
user16,"b'In your desire to absolve the ideology of Islam from blame, you\xe2\x80\x99re now absolving Nazism.\n\nThe ideologies are the cu\xe2\x80\xa6 https://t.co/yb3FM9U4pM'",3,following27
user16,b'@StevenWeavers He said: Your mother\xe2\x80\x99s vagina\nI said: Your father\xe2\x80\x99s vagina',1,following27
user16,b'Sometimes I just love my country so damn much \xf0\x9f\x98\xab\n\n#Canada \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xe2\x9d\xa4\xef\xb8\x8f https://t.co/xOi5v7XymD',4,following27
user16,b'RT @ConfessionsExMu: You think the right hate others who are not like them? Islam forbids Muslims to even be friends with non-Muslims #Isla\xe2\x80\xa6',0,following27
user25,"b""RT @jeepsuzih2: This is Unbelievable &amp; Totally Unacceptable !! \nWe Need Voter ID !! I show mine When I Vote \nShow your driver's license\nTo\xe2\x80\xa6""",4,following28
user25,"b""RT @GodGetslastWord: @mitchellvii @orumov8888 I saw his video. It was malicious in nature. He doxxed Ann's address, personal prop tax info.\xe2\x80\xa6""",4,following28
user25,"b""RT @mitchellvii: People who dox people on #Periscope aren't #MAGA, they are criminals and run criminal enterprises.\n\nYou know who you are a\xe2\x80\xa6""",3,following28
user25,"b""RT @mitchellvii: So you are this conman's disciple?  I did vote for Trump in the General Election in Charlotte, NC.  He has been lying to y\xe2\x80\xa6""",1,following28
user25,"b""RT @GodGetslastWord: @wattsjim He has continued to promote division as his Muslim Leader B Hussein O did for 8 long yrs... and isn't finish\xe2\x80\xa6""",3,following28
user25,b'RT @Robfortrump2020: We live in the greatest country in the world the Democrats and Barack Obama tried to ruin that. Everybody remember Nov\xe2\x80\xa6',3,following28
user25,"b'RT @FrankFlorio1960: Many have forgotten. Democrats say they are a peaceful people. Yet, they continue to commit attacks across the globe.\xe2\x80\xa6'",3,following28
user25,"b'RT @RealMAGASteve: Breaking: Police have been called to the Trump International Hotel in Washington, DC for an alleged mass shooting threat\xe2\x80\xa6'",3,following28
user25,"b'RT @GartrellLinda: 17 years after 9/11, a warning from Abraham Lincoln \n""A house dived can not stand.""\nLet this sink in:\n#Demonrats hate Pr\xe2\x80\xa6'",3,following28
user25,b'RT @GartrellLinda: .Six Year Anniversary of The September 11th Attack in Benghazi Libya.\nOBAMA CLINTON &amp; MANY OTHERS knew about Operation Z\xe2\x80\xa6',3,following28
user25,"b'RT @jerseygirl2you: Kirsten, let me ask you a serious question. If you\xe2\x80\x99re all about #NeverForget why do you want to keep letting our enemie\xe2\x80\xa6'",3,following28
user25,"b""RT @GartrellLinda: .OVER 1/2 Of Refugees In US Receive Food Stamps.\nLet's face it, they come from all over the world b/c they receive free\xe2\x80\xa6""",1,following28
user25,"b""RT @V_actually: We know you're in mourning today over losing 19 of your radical extremist friends on 9/11  ...\n\nShouldn't you be at the mos\xe2\x80\xa6""",3,following28
user25,b'RT @DutyOfAPatriot: Chicago~~\nNearly 100 years of crooked Democrat leadership &amp; some of the strictest gun control in the nation and Dopey D\xe2\x80\xa6',1,following28
user25,"b""RT @AnnaApp91838450: https://t.co/5VGaGx8ks9\nThere's Proof All Over \nAmerica That Corrupt\nHillary/ DNC/ Rigged\nElection Broke So Many \nLaws\xe2\x80\xa6""",3,following28
user25,"b""RT @SiddonsDan: \xe2\x80\x9cToday is the 17 year anniversary of a radical Islamic terrorist attack that claimed 3,000 lives. Yet, @lsarsour hasn't sai\xe2\x80\xa6""",3,following28
user25,"b'RT @GartrellLinda: Yes, VP Pence is right. \nThe #FakeNewsMedia purposely distorts, spins &amp; outright lies about how successful President Tru\xe2\x80\xa6'",3,following28
user25,"b'RT @RodStryker: Remember when ""Palestinians"" celebrated the murder of almost 3000 Americans after Al-Queda jihadists attacked us on 9/11?\xe2\x80\xa6'",3,following28
user25,b'RT @DutyOfAPatriot: As Democrat leaders continue to call for attacks on ICE assaults on U.S. Immigration &amp; Customs Enforcement agents reach\xe2\x80\xa6',3,following28
user25,b'RT @jerseygirl2you: #DumbandDumber https://t.co/sMqoJYPHvn',1,following28
user25,"b'RT @Farberyanki: When I saw it live, I cried #NeverForget911 https://t.co/2p2DNSCAIV'",3,following28
user25,b'RT @Truthseeker126: Wow @JoeNBC that is low even for you. It\xe2\x80\x99s also utter bull \xf0\x9f\x92\xa9 Shame on you! #NeverForget #AmericaFirst https://t.co/T0UZ\xe2\x80\xa6',1,following28
user25,"b""RT @michellemalkin: These propagandists really think they can persuade people that:\n\nA) President Trump doesn't care about 9/11; and\nB) Lib\xe2\x80\xa6""",1,following28
user25,"b""RT @Redteam1: @redteam1 Jim Carrey is an ugly man! I'd love to see his self portrait. Scumbag! https://t.co/qxIZkk6RNH""",1,following28
user25,b'RT @idannyb: @bloodless_coup @nooneishere51 @SaraCarterDC It\xe2\x80\x99s way past time to \xe2\x80\x9cname and shame\xe2\x80\x9d reporters who\xe2\x80\x99ve flushed all pretense of p\xe2\x80\xa6',1,following29
user25,b'RT @michellemalkin: People hating more on President Trump than on murderous Islamic jihadists today are soul-damaged.\n#September11',3,following29
user25,b'@JohnMul86720122 @LisaMei62 @55true4u Thank you!',4,following29
user25,"b""@jsl262 @andrewsgary02 @SaraCarterDC If I were Sara &amp; won it I'd tell them to stuff it.""",1,following29
user25,"b'Whenever #QAnon posts something 1) Before it is or could possibly be publicly known, and 2) Is or will shortly/easi\xe2\x80\xa6 https://t.co/WgdTk7n5p1'",3,following29
user25,b'@GeoffRBennett Controversial my ass.',1,following29
user25,"b'RT @JohnWHuber: ""But the enemy is not just \'terrorism\', some generic evil. This vagueness blurs the strategy. The catastrophic threat at th\xe2\x80\xa6'",3,following29
user25,"b""I hate to think of all these reporters sweating bullets. The anxiety must be unbearable.\n\nYou believe me, don't you\xe2\x80\xa6 https://t.co/IImlSWTyB8""",3,following29
user25,b'RT @JSmithLC: @BreitbartNews The silly bitch is welcome to leave.',1,following29
user25,b'RT @adamhousley: We were doing stuff in Libya. Both parties knew it. As I reported...American special forces hunted down at least 20 terror\xe2\x80\xa6',3,following29
user25,"b'RT @CHHR01: They devised a plan to destroy America &amp; all that is good. We rose to take our country back, to destroy evil &amp; restore honor. T\xe2\x80\xa6'",3,following29
user25,"b'RT @TheJordanRachel: ""I threaten @realDonaldTrump supporters all the time"" -Maxine Waters, today.'",1,following29
user25,"b""@dsupervilleap @POTUS I can't wait for you all to shit all over him. Oh, wait. No, I'll just do my best to ignore you.""",1,following29
user25,"b""RT @_ImperatorRex_: 11. These people were so EVIL.\n\nThey obviously couldn't care less about the innocent people they were destroying. Peopl\xe2\x80\xa6""",3,following29
user25,"b'RT @JohnWHuber: OBAMA THEN: Trump hasn\'t got a ""magic wand"", are you people stupid?\n\nOBAMA NOW: I gave him that magic wand you know https:/\xe2\x80\xa6'",1,following29
user25,b'RT @KTHopkins: Splendid by Mark Knight. Having a baby does not give you a free pass to be an ass-hat. Not even if you wear a tutu. Kudos to\xe2\x80\xa6',1,following29
user25,b'Jesus... HOW CRAPPY IS THIS THING? https://t.co/lm64O5vT0d',1,following29
user25,b'The last time I fully respected him. https://t.co/ZDrM1VPqMQ',4,following29
user25,"b'@AuntieVodka positions of power. Just keep away from the rest of us, please. Have your sh*tty little enclaves but L\xe2\x80\xa6 https://t.co/JTQ0BthsR7'",1,following29
user25,"b""@AuntieVodka that's all gone to sh*t.\n\nI hate what these people are doing to EVERYTHING fine, and lovely, and noble\xe2\x80\xa6 https://t.co/J8J9Bkj4Y6""",1,following29
user25,b'JFC... How is this legal? Even a LITTLE? ---&gt;&gt; Omarosa shares tape of Trump discussing deadly Niger ambush https://t.co/ZCc6BJqovQ',2,following29
user25,b'RT @yashar: @JerryDunleavy What the fuck is going on with people. Jesus.',1,following29
user26,b'Agreed. None of this passes  the smell test.DJT is making some of the evil criminals MSM reveal themselves. What  a\xe2\x80\xa6 https://t.co/93RdWFCgU2',1,following30
user26,b'I love you spirit. Bless you https://t.co/Rtv4ioBQaw',4,following30
user26,"b'Its just beyond. Anyone who follows the MSM and doesnt \nKnow they are part of the cabal, nothing can be said. You c\xe2\x80\xa6 https://t.co/o2aTEWl98W'",3,following30
user26,b'Too much. I pray she gets charged with her myriad of crimes including Treason https://t.co/AIpO8Bfb4k',3,following30
user26,b'I cant even find to last two Pics/photos I sent to you https://t.co/cLh9WKp5ZK',4,following30
user26,"b'Not another on, Jesus Christ. Is the evil never going to end with these evil degenerate people? https://t.co/cWURvtwQ34'",3,following30
user26,b'@MichelleObama michael/Michelle R  being outed for the liars &amp; frauds they are on a daily basis. Days R  #d till th\xe2\x80\xa6 https://t.co/SwcR3cxG3b',1,following30
user26,b'Im beginning to think he is following a script given him by Trump military for how to self implode. If unsuccessful\xe2\x80\xa6 https://t.co/eySVXI07fw',1,following30
user26,b'OMG the MSM contemplation of the navel is in full force. Who are these idiots?I feel bad for their families.Nationa\xe2\x80\xa6 https://t.co/qXYJeDhqtn',1,following30
user26,b'The poor foolish asses who go willingly to their slaughter. 5-7% are beyond reach. The good people just have to mov\xe2\x80\xa6 https://t.co/ZZB6HNxmRG',1,following30
user26,b'Its almost as if @JoeNBC and @washingtonpost are purposely contributing to their own demise. Its getting to the poi\xe2\x80\xa6 https://t.co/4tWY393o3r',1,following30
user26,b'She doesnt want her profiting from Uranium One to get out among other illegal acts https://t.co/CQYot5wfdg',3,following30
user26,b'Really its inane. They think we are stoopid. https://t.co/uuPyfOQOtQ',1,following30
user26,b'@JoeNBC the most unpatriotic scum fake news faker actually hit a whole new low and it was self inflicted. POS https://t.co/oKlFJHJ9Mf',1,following30
user26,"b""RT @zylx5374: So cliche to say, we will never forget. We've already forgotten. The political onslaught by Muslims has been embraced by Demo\xe2\x80\xa6""",3,following30
user26,b'Please get protection Adam Schiff has arranged multiple murders for others. https://t.co/w2yDW5OKHW',3,following30
