user,tweets,follows,,
follower29,b'RT @AvgAmericanDude: Part I - Now! \xf0\x9f\x91\x87\nPart II - Coming this Fall\nPart III - TBA\n#QAnon \xf0\x9f\x8d\xbf https://t.co/WQZDL1pLai',user16,,
follower29,b'RT @Warlock_Holmes: https://t.co/NvVeNXCTSa down? #QAnon https://t.co/szsjxYw8zN',user16,,
follower29,"b""RT @MagniFieri: Rod Rosenstein's days as United States Deputy Attorney General are numbered. He's a liar, a criminal &amp; an enemy of our grea\xe2\x80\xa6""",user16,,
follower29,"b'RT @eternal75: @thehill Hmm, smells like panic. #MAGA #QAnon #WalkAway #WWG1WGA https://t.co/2Vyr85xu1N'",user16,,
follower29,b'RT @noonsqanon: Any day now!\n\n#QAnon #TheGreatAwakening #DarkToLight #Change https://t.co/xJIBE1OzQp',user16,,
follower29,b'RT @Urgent_Fury1: \xf0\x9f\x9a\xa8N e w  L i o n e l  N a t i on \xf0\x9f\x9a\xa8\nMeet #NYTAnon: The #DeepState Secret Insider Conspiracy Theory That Kill... \n\n#MAGA\n\n#W\xe2\x80\xa6',user16,,
follower29,b'RT @realDepIorabIe: HRC Tweet properly translated....\n#Qanon #TheGreatAwakening https://t.co/BnwWIRasmP',user16,,
follower29,"b'RT @Loggerhead_: @intheMatrixxx @ThoughtsNotBots @POTUS Magnificent intro to Q.\nAs we head into the weekend, don\xe2\x80\x99t forget to PRAY for these\xe2\x80\xa6'",user16,,
follower29,"b""RT @SaRaAshcraft: If you don't care &amp; you think it's cool that satanic pedophile cannibals rule the world &amp; are trying to enslave you &amp; me\xe2\x80\xa6""",user16,,
follower29,"b""RT @StormIsUponUs: I don't know why people are not more alarmed. The president of the USA is announcing a political war being waged against\xe2\x80\xa6""",user16,,
follower29,b'RT @_The_Watchers_: #QAnon #WWG1WGA @POTUS @realDonaldTrump\n\nWho is testifying before Mueller tomorrow? CORSI https://t.co/pUMeKgXbMv',user16,,
follower29,b'RT @RedPilledRabbit: Remember that time @JimCarrey and @JimmyKimmel did the bit about the #Illuminati?\n\nThey did this bit in the old Hollyw\xe2\x80\xa6',user16,,
follower29,"b""RT @ColinSkow: I've always suspected Stormy was part of #TheStorm! #QAnon https://t.co/hxak5h6bWM""",user16,,
follower29,"b'RT @zeusFanHouse: #BREAKING   RIP ~ Burt Reynolds dies from heart attack, aged 82 https://t.co/doIE9MF8b5 \n\n#Q #QAnon #QAnon2018 \n#BurtReyn\xe2\x80\xa6'",user16,,
follower29,"b'RT @Robert_QSentMe: Q and Trump  dropping serious stuff. ""TREASON?"" I believe the rest of the world not following Q, is about to find out.\xe2\x80\xa6'",user16,,
follower29,"b'RT @ManaTheMaestro_: .@realDonaldTrump\nThe time is now!\n""We knew this day would come""\n#DeclassifyFISA \n#Qanon #DrainTheDeepState\n\nThank you\xe2\x80\xa6'",user16,,
follower29,"b""@verykate17 Let'em bitch &amp; complain...get thier way.If they fight so hard for his docs, then they should have no pr\xe2\x80\xa6 https://t.co/Vt82CkTCNx""",user16,,
follower29,b'RT @RealJack: BREAKING: Trump On The Verge Of Declassifying 20 FISA Docs That Has The Deep State Freaking Out https://t.co/OyyaRCiKX0',user16,,
follower29,b'RT @WayneDupreeShow: Booker invited Republicans to expel him for making this decision; I say grant him his choice for breaking Senate rules\xe2\x80\xa6',user16,,
follower30,b'@RealAlexJones You cant beat the truth with lies! We need to stand up to these big tech corporations who are trying\xe2\x80\xa6 https://t.co/03QGsw1Avj',user16,,
follower30,b'@HillaryClinton You know what...federal government should have NO control over health care in the first place. Shou\xe2\x80\xa6 https://t.co/LXAOHz2yYN',user16,,
follower30,b'@herrmann_ron How stupid can she get?!',user16,,
follower30,"b'""Scratch a liberal and you\'ll find a fascist ... I\'m not joking. You look at what\'s happening in this country now.\xe2\x80\xa6 https://t.co/00wLey0oij'",user16,,
follower30,b'@Tradingtrips @DelmontPaulJ @DailyCaller Strzok should be in front of Obama cause Strzok was being little puppet on\xe2\x80\xa6 https://t.co/307BlPbeP0',user16,,
follower30,b'RT @chuckwoolery: McCain Takes a Shot at President Trump From Beyond the Grave in Farewell\xc2\xa0Message https://t.co/Qw1GWIBt29 https://t.co/GmA\xe2\x80\xa6',user16,,
follower30,"b'RT @texasfella1: @realDonaldTrump For people who support the president, don\xe2\x80\x99t read the comments on here. It\xe2\x80\x99s full of idiots of twitter who\xe2\x80\xa6'",user16,,
follower30,b'@FreePacifica @realDonaldTrump What crimes are you talking about? Hilary has committed more crimes against American\xe2\x80\xa6 https://t.co/QsGrWneGTa',user16,,
follower30,"b'RT @maga_irish: In April We Reported the Weiner Emails Were Key to Deep State Coup - Today President Trump Agreed ""I May Have to Get Involv\xe2\x80\xa6'",user16,,
follower30,b'@m21kilomike @NevadaElJefe @bigleaguepol Maybe we should re-enact the gallows in America.',user16,,
follower30,b'@poconomtn @loriann2639 @captain_maga @POTUS @realDonaldTrump It is horrific. \nMaybe we should just have a Purge an\xe2\x80\xa6 https://t.co/gbhG3ZahMU',user16,,
follower30,b'@PoliticalShort @SonofLiberty357 Mueller is part of the deep state...being paid by leftists to not attack their own\xe2\x80\xa6 https://t.co/TP8hPrzh8i',user16,,
follower30,"b'RT @1776Stonewall: https://t.co/zb1lI8zj2D Now David Hogg is attacking Democrats? Calls Nancy Pelosi ""Old"" and says she needs to ""Fuck off""\xe2\x80\xa6'",user16,,
follower30,"b""...by criminals inside your own communities? You don't care about Americans...you only care about votes to keep you\xe2\x80\xa6 https://t.co/ISsWC2kUWi""",user16,,
follower30,b'@DrMartyFox @SilvanaCorsetti Did it really? How the fuck did it add trillion dollars to our economy? Taxpayers mone\xe2\x80\xa6 https://t.co/CRH3EXqKsb',user16,,
follower30,"b""Anything said by our president is presidential. Because he IS president. Hate speech doesn't exist. it's a lie. Its\xe2\x80\xa6 https://t.co/XQ5sEjUI0f""",user16,,
follower30,"b""It's things like the whole liberal violence on conservatives and the lefts Antifa movement, and the constant bash o\xe2\x80\xa6 https://t.co/o8J53e1lRc""",user16,,
follower30,b'RT @ArchKennedy: VIDEO: @LauraLoomer Confronts Democrat Muslim Candidate on Why She Married Her Brother -- Is KICKED OFF FACEBOOK after Pos\xe2\x80\xa6',user16,,
follower30,"b""It's abhorrent when the 'party of tolerance' declares war on those who have different views than them. Conservatives are under attack daily""",user16,,
follower30,b'RT @Education4Libs: I will attempt to raise a million dollars for the charity of @Ocasio2018\xe2\x80\x99s choice if she agrees to debate me on a live\xe2\x80\xa6',user16,,
follower31,"b'RT @realDonaldTrump: ....giving the information, and causing the appointment of a Special C without having the courage of his own convictio\xe2\x80\xa6'",user25,,
follower31,"b'RT @realDonaldTrump: Rudy Giuliani did a GREAT job as Mayor of NYC during the period of September 11th. His leadership, bravery and skill m\xe2\x80\xa6'",user25,,
follower31,"b'RT @TheTrumpLady: THE HILARIOUS OBAMA, LEADER OF THE RESISTANCE...\n\nOnly Had 750 People At His First 2018 Campaign Rally In CA. TAKE IT BAC\xe2\x80\xa6'",user25,,
follower31,"b""RT @LouDobbs: NFL Is a disgrace: Dolphins' Kenny Stills, Albert Wilson first NFL players in Week 1 to kneel during anthem https://t.co/H7D7\xe2\x80\xa6""",user25,,
follower31,"b""@bpolitics You're so unprofessional. Your article has spelling errors. How idiotic.""",user25,,
follower31,b'RT @MAGATrumpGirl: \xe2\x81\xa6@Twitter you have crossed a huge line now that you \xe2\x81\xa9 limited Benghazi Hero \xe2\x81\xa6@KrisParonto\xe2\x81\xa9 #FreeKrisParonto https://t.co\xe2\x80\xa6',user25,,
follower31,b'RT @RealJamesWoods: Incomprehensible that even a world class liar like Obama would be low enough to disparage the heroes of #Benghazi... ht\xe2\x80\xa6',user25,,
follower31,"b'RT @chuckwoolery: The closer we get to Novembers elections, the more insane Democrats will become.'",user25,,
follower31,b'RT @PoliticalShort: Obama Claimed He Merely \xe2\x80\x98Complained About Fox News.\xe2\x80\x99 That\xe2\x80\x99s A lie. He did a hell of a lot more than that. https://t.co/\xe2\x80\xa6',user25,,
follower31,b'RT @marklevinshow: Egomaniac is back https://t.co/stxbdHFUX7',user25,,
follower31,"b""RT @KatiePavlich: Barack Obama got elected President by a majority in America, twice, and yet he's still lecturing about how bigotry fuels\xe2\x80\xa6""",user25,,
follower31,b'RT @USANEWS007: It\xe2\x80\x99s really kind of sick that Barack Obama is trying to skim/feed off President Trump\xe2\x80\x99s astonishing results.\n\nOnce a con ma\xe2\x80\xa6',user25,,
follower31,b'RT @USANEWS007: After watching just 2 min of Barack Obama trying to be President Trump in Anaheim I turned the channel. Obama looks so smal\xe2\x80\xa6',user25,,
follower31,"b'RT @prayingmedic: 2) A ""sleeper"" is someone who joins a community pretending to share their values, while secretly opposing them. \n\nAt a st\xe2\x80\xa6'",user25,,
follower31,b'RT @RealJack: Hillary was asleep during Benghazi (probably still drunk) &amp; Obama called Benghazi a \xe2\x80\x9cwild conspiracy theory.\xe2\x80\x9d\n\nThank you God\xe2\x80\xa6',user25,,
follower31,"b'RT @DavidHeitz: \xe2\x80\x98When you take him to Trinity, tell them he\xe2\x80\x99s a sex worker\xe2\x80\x99 #HumanTrafficking https://t.co/LuplyGTQi3 via @DavidHeitz'",user25,,
follower31,b'@politico Why. Obama the crappiest man who ever held office did.. so',user25,,
follower31,b'RT @charliekirk11: Obama lied to us eloquently \n\nTrump tells us hard truths directly \n\nI prefer brutal honesty than carefully crafted lies',user25,,
follower31,"b""@blazegaming777 @karavarus @UnscriptedIncom @Nike Just a song? Guess you're just an idiot""",user25,,
follower31,b'@Nike Screw you Nike.',user25,,
follower31,"b""RT @StumpforTrump: Another week of constant attacks by the Fake News Media, Bob Woodward's fictional book, and an anonymous letter by a GUT\xe2\x80\xa6""",user25,,
follower31,b'RT @RedRising11: @DRUDGE_REPORT \xf0\x9f\xa7\x90 One might call that true #Narcissism. Narcissistic Personality Disorder. A true mental disease. Unlike Ca\xe2\x80\xa6',user25,,
follower31,b'RT @charliekirk11: If Obama keeps this up there will be a red wave in November the likes of which the country has never seen',user25,,
follower31,"b'RT @TomFitton: Papadopolous is another absurd and overwrought prosecution by Mueller special counsel. STILL, no Russia collusion yet Specia\xe2\x80\xa6'",user25,,
follower31,"b'RT @KrisParonto: Benghazi is a conspiracy @BarackObama ?! How bout we do this,let\xe2\x80\x99s put your cowardly ass on the top of a roof with 6 of yo\xe2\x80\xa6'",user25,,
follower31,b'RT @charliekirk11: Why do Trump supporters get banned for pushing the envelope yet liberals who incite genocide against white people keep t\xe2\x80\xa6',user25,,
follower32,"b'RT @bbusa617: OBAMA: ""I had this Country on it\'s knees. All Public Expectations Took me ""8 Years"" to get as low as I had it. Hillary was go\xe2\x80\xa6'",user25,,
follower32,"b'RT @ArchKennedy: #NeverForget that on #September11th, 2001,19 RADICAL ISLAMIC TERRORISTS from Saudi Arabia, Egypt, Lebanon, and UAE murdere\xe2\x80\xa6'",user25,,
follower32,b'RT @TateTravis2: @AngelLight2U @TheGreatFeather @HillaryClinton https://t.co/31xvv8ydyx',user25,,
follower32,b'RT @AngelLight2U: @HillaryClinton \nThis is your statement for 9/11/2001\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\n\xe2\x80\x9cMay we always remember those we lost 17 years ago. May the lo\xe2\x80\xa6',user25,,
follower32,"b""RT @steph93065: @ChatByCC The media and the left are all in, by any means necessary to get rid of Trump. They don't understand that the ele\xe2\x80\xa6""",user25,,
follower32,"b'RT @Jim_Jordan: Today we also remember 4 American heroes to died in Benghazi on 9/11/2012: Chris Stevens, Sean Smith, Ty Woods, and Glen Do\xe2\x80\xa6'",user25,,
follower32,"b'RT @LindaSuhler: And we will respond in kind.\n\nAs long as the #FakeNewsMedia remains complicit with the liberals/Dems, they are an enemy to\xe2\x80\xa6'",user25,,
follower32,"b'@SavingAmerica4U Cross your legs Kamala, your breath STINKS! BAD!'",user25,,
follower32,b'RT @SavingAmerica4U: \xf0\x9f\x94\xb4Kamala Harris is rapidly gaining a reputation as the most dishonest senator\n https://t.co/minAZ5ZRj4',user25,,
follower32,"b""RT @FLOTUS: A somber tribute at Flight 93 National Memorial this morning.  We honor the many lost at the hands of evil on 9/11.  It's a tim\xe2\x80\xa6""",user25,,
follower32,b'RT @1TechnoBuddy: Let\xe2\x80\x99s kill off #Abc\xe2\x80\x99s ratings all together. They don\xe2\x80\x99t deserve any support after the cruel unnecessary hurt they cause bo\xe2\x80\xa6',user25,,
follower32,"b""RT @shylohg: Obama's Corrupt AG Eric Holder Unleashes on President Trump on 9/11 Anniversary https://t.co/RmBQfeWqz9 via @gatewaypundit""",user25,,
follower32,b'RT @pookey258: @wvjoe911 @ChrisParonto is a coward',user25,,
follower32,b'RT @TateTravis2: @pookey258 @wvjoe911 You and people of your ilk are the biggest cowards of all! When was the last time you were in a Fire\xe2\x80\xa6',user25,,
follower32,b'@pookey258 @wvjoe911 You and people of your ilk are the biggest cowards of all! When was the last time you were in\xe2\x80\xa6 https://t.co/dPM8zOUEOw',user25,,
follower32,b'RT @LauraLoomer: Democrat socialists have threatened to carry out a mass shooting at the Trump International hotel tonight where a MAGA mee\xe2\x80\xa6',user25,,
follower32,b'RT @BlissTabitha: Democratic Socialist Threatens Mass Shooting at Trump Hotel https://t.co/Jzc6udjYDP',user25,,
follower32,b'RT @hotblondtrouble: @AndrewScheer @lamphieryeg Bc he\xe2\x80\x99s an immoral man who\xe2\x80\x99s only concern was getting elected to stroke his ego!!',user25,,
follower32,"b""RT @RagingGayCons: Maxine Waters recently went on a Trump impeachment rant, vowing to 'get him.'\n\nThis woman is unstable and insubordinate.\xe2\x80\xa6""",user25,,
follower32,"b'RT @chuckwoolery: On 9/11 Anniversary, Joe Scarborough Says Trump A \xe2\x80\x98Far Graver Threat\xe2\x80\x99 to the Idea of America Than Terrorist Attacks on Tw\xe2\x80\xa6'",user25,,
follower32,b'RT @TateTravis2: @AnthemRespect @KrisParonto And this dumb bitch thinks this is all Over! Lock the Skank up!',user25,,
follower32,b'@AnthemRespect @KrisParonto And this dumb bitch thinks this is all Over! Lock the Skank up!',user25,,
follower32,"b'RT @AnthemRespect: What difference does it make, you asked?\n\nIt actually makes a really, really big difference.\nAmericans were left to die.\xe2\x80\xa6'",user25,,
follower32,"b'RT @steph93065: I notice as I view clips of CNN and MSNBC, everything they say is based on emotion. Everything. There is not an intellectua\xe2\x80\xa6'",user25,,
follower32,b'RT @dbongino: Joe Scarborough is a disgrace to humankind. He\xe2\x80\x99s an embarrassment of the highest order.  https://t.co/uEu5X2KxiA',user25,,
follower32,"b'RT @Pink_About_it: Charges were filed in the Benghazi attack years ago, yet sealed by the Obama Admin.. \n\nWEIRD \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\n\nYet Obama called it a c\xe2\x80\xa6'",user25,,
follower32,b'RT @Cuds_1246: Report: Anti-Gun Paul McCartney Protected By Soldiers With Machine Guns at Grand Central Station Concert https://t.co/w0zVPY\xe2\x80\xa6',user25,,
follower32,b'RT @RealJamesWoods: Incomprehensible that even a world class liar like Obama would be low enough to disparage the heroes of #Benghazi... ht\xe2\x80\xa6',user25,,
follower32,b'RT @PureMichGirl: \xe2\x80\x9cIllegal immigrants cited in theft of 39 million Social Security numbers\xe2\x80\x9d Bcuz former President Barack Obama moved to sto\xe2\x80\xa6',user25,,
follower32,"b'RT @steph93065: Make no mistake, Obama is campaigning for Democrats because he wants to protect himself from what is being uncovered about\xe2\x80\xa6'",user25,,
follower32,b'RT @AnnCoulter: I voted for a Muslim ban and a wall and all I got was this lousy tax cut.',user25,,
follower32,b'RT @gaye_gallops: THIS MAKES MY BLOOD BOIL!   \n\nThis imbecilic hyperbolic embarrassment had the audacity to state:\n\n\xe2\x80\x9cWe became stronger (be\xe2\x80\xa6',user25,,
follower32,b'RT @RealJamesWoods: Please control yourself. This is an appalling insult to the memory of victims and survivors of 9/11. https://t.co/hLDlE\xe2\x80\xa6',user25,,
follower32,b'RT @jojoh888: Two years ago today we dodged this evil. Thank you God. https://t.co/WhVaVeIcuF',user25,,
follower32,"b""@RealTT2020 @GShapiro9News But they'll swear that they don't parrot what the puppet masters dictate!""",user25,,
follower32,"b'RT @_Makada_: On #September11th 2001, Islamic terrorists financed by Saudi Arabia attacked our great country, killing 3,000 Americans. The\xe2\x80\xa6'",user25,,
follower33,b'@foxandfriends You f*cking libtards are just a bunch of whiney ass babies. https://t.co/VnNn5Ha8xl',user26,,
follower33,"b""@WWG1WGA1969 @jack So I guess being a pansy is a disease... Must be, doesn't for any other category. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3""",user26,,
follower33,b'RT @CHIZMAGA: I used to think Democrats were just people with bad ideas...\n\nNow I think Democrats are bad people with bad ideas...\n\nBig dif\xe2\x80\xa6',user26,,
follower33,b'RT @LauraLoomer: Exactly. \n\nThey have a lot of anti-@realDonaldTrump employees &amp; ppl who are getting paid a lot of &amp; to dupe the American p\xe2\x80\xa6',user26,,
follower33,"b'RT @WWG1WGA1969: You Dems better do what this man says or else!!! Wake the FUCK up!!! You are the minority for a reason!!! ""If you want to\xe2\x80\xa6'",user26,,
follower33,"b'RT @WWG1WGA1969: This happened to me last night... all because I said ""jack is a pansy""... about 3 minutes later I got this. https://t.co/O\xe2\x80\xa6'",user26,,
follower33,b'RT @CHIZMAGA: Kamel Toe Harris is starring in a new porn film titled \xe2\x80\x9cSleeping with Spartacus\xe2\x80\x9d...\n\nIt\xe2\x80\x99ll be released this afternoon to drow\xe2\x80\xa6',user26,,
follower33,"b""RT @Medtechcerb: @w_trantham @Jaize18 It's PTSD     President Trump Stress Disorder...i hope it's that or even more disturbing they just wa\xe2\x80\xa6""",user26,,
follower33,"b'RT @realDonaldTrump: The already discredited Woodward book, so many lies and phony sources, has me calling Jeff Sessions \xe2\x80\x9cmentally retarded\xe2\x80\xa6'",user26,,
follower33,b'RT @CatriciaParr: @TwitterMoments It\xe2\x80\x99s a dangerous society that silences people it disagrees with.',user26,,
follower33,"b'RT @realDonaldTrump: The Deep State and the Left, and their vehicle, the Fake News Media, are going Crazy - &amp; they don\xe2\x80\x99t know what to do. T\xe2\x80\xa6'",user26,,
follower33,b'RT!!!! Colorado woman confronts the people in the congregation that they have a rapist in there midst and correct m\xe2\x80\xa6 https://t.co/11HymAudtP',user26,,
follower33,"b""This cow makes me want to scream. Go back to the country you support so f*cking much, because it damn sure isn't th\xe2\x80\xa6 https://t.co/35paH7SSpH""",user26,,
follower33,"b""RT @TxIntenseRadio: Let's not forget that not only does she advocate for Sharia &amp; call for Jihad against US Gov &amp; @POTUS\n#Q uestion\nWho gav\xe2\x80\xa6""",user26,,
follower33,"b""Get'em @TomiLahren!! You're awesome, idgaf what anyone says. https://t.co/hD0kP8fzLW""",user26,,
follower33,"b'@benshapiro ...and what\'s this horsehit about ""white communities""..if that isn\'t proof enough as to who real the ra\xe2\x80\xa6 https://t.co/4TENPknjrd'",user26,,
follower33,"b""RT @WWG1WGA1969: My God, Uh Mr. Chairman, I'd like to make a motion... that the very next liberal obstructionist femanazi that disrupts thi\xe2\x80\xa6""",user26,,
follower33,"b""RT @WWG1WGA1969: Do you guys think this is bad? Just wait till the reaper gets hold of RBG... she's been a SCOTUS since Lincoln was elected\xe2\x80\xa6""",user26,,
follower33,"b""You're f*cking trash, take yourself out. https://t.co/ZNICtWFLN5""",user26,,
follower33,b'She was just raped with that look of his....\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xa2 https://t.co/tkZJoADS1Y',user26,,
follower33,"b""Can someone turn off 'Burn Victim Blumenthal's' mic... He's enjoying the sound of his own nasally ass voice entirel\xe2\x80\xa6 https://t.co/kaRkSXnXGn""",user26,,
follower33,"b""@Robfortrump2020 Damn, that's a difficult one. They're all pieces of shit""",user26,,
follower33,b'The cow screaming in the back during this confirmation hearing really needs to the f*ck shut up!',user26,,
follower33,b'RT @Metaphysition: @stevetweets13 @Anonymous6923 We sit with the same problem in South Africa. Only difference is our government is killing\xe2\x80\xa6',user26,,
follower33,b'This is horseshit!! Follow and RT! https://t.co/bYp0FTkIdH',user26,,
follower33,b'RT @LauraLoomer: Lmao haters came at me this week for having balls big enough to be savage towards John McCain. \n\nNow they are all making t\xe2\x80\xa6',user26,,
follower33,b'RT @realDonaldTrump: Happy Labor Day! Our country is doing better than ever before with unemployment setting record lows. The U.S. has trem\xe2\x80\xa6',user26,,
follower33,"b""RT @WWG1WGA1969: Ive collected comic books since I was a kid. Got some really nice, expensive one's too. Picked this one up right before th\xe2\x80\xa6""",user26,,
follower33,b'RT @ScrewedHumans: The election of Trump did not create the left\xe2\x80\x99s hate... It revealed it...',user26,,
follower33,"b""IDGAF what anyone says, You're a BOSS! @realDonaldTrump https://t.co/IcFZJpFqsq""",user26,,
follower33,"b'@AynRandPaulRyan @realDonaldTrump ""Brown People""? Well damn, now who sounds like the racist? smdh'",user26,,
follower33,b'RT @TomiLahren: The Left makes excuses for the illegal immigrant who murdered Mollie Tibbetts. Disgusted. Not surprised. https://t.co/36XQ1\xe2\x80\xa6',user26,,
follower33,b'RT @TomiLahren: Help Manhattan Beach PD find this creep! https://t.co/m1jz2sWhGh',user26,,
follower33,b'RT @LauraLoomer: 3 Islamic terror suspects who were training kids to be school shooters &amp; planning to attack a US hospital have been releas\xe2\x80\xa6',user26,,
follower33,"b'RT @nerak0331: Ohhhhhhh but, it\xe2\x80\x99s ok to compare President Trump to a baboon???? https://t.co/MQr5lq9jbr'",user26,,
follower33,"b'But ya know, whites are racists. Even funnier is seeing""white""people making these comments. Some people can just be\xe2\x80\xa6 https://t.co/mC947NurDx'",user26,,
follower33,"b'RT @benshapiro: This headline is wildly misleading. The actual quote was that the voters should not ""monkey this up by enacting a socialist\xe2\x80\xa6'",user26,,
follower33,b'RT @Lrihendry: Wanna play a monkey game with me? \n\nGive me your best monkey slogan or monkey story. \n\nAnd no monkeying around! \xf0\x9f\x90\x92\xf0\x9f\x98\x9c',user26,,
follower33,"b'Ok, I\'ll bite. @LauraLoomer I love the ""no strings attached"" way your questions come out. You\'re a bad ass in my bo\xe2\x80\xa6 https://t.co/izIXoeOl2z'",user26,,
follower33,b'RT @Education4Libs: I\xe2\x80\x99m not someone who likes to piss on the graves of dead people.\n\nBut I\xe2\x80\x99m also not someone who will stop calling a spade\xe2\x80\xa6',user26,,
follower33,b'RT @Education4Libs: The media is already done talking about Jacksonville because the shooter didn\xe2\x80\x99t fit their narrative.\n\nHe was a crazy li\xe2\x80\xa6',user26,,
follower33,b'RT @ShawnBurckure: Love our great President Donald j Trump. He has so much love and Respect for our great veterans. https://t.co/8gDTm9wP6R',user26,,
follower34,"b'RT @My2CentsGritXO: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8September 11, 2001: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nCitizens of the U.S., besieged by terror\xe2\x80\x99s sting,\nrose up, weeping glory, as if on eagles\xe2\x80\x99 win\xe2\x80\xa6'",user26,,
follower34,"b'RT @TheReady1775: I want every cop-hating, Nike wearing, National Anthem kneeler to know that my best friend since childhood, a 20+ year NY\xe2\x80\xa6'",user26,,
follower34,b'Good!  Am sick of stolen identities!  Deport and NEVER allow even a remote possibility of citizenship. https://t.co/bx6l1gpxad',user26,,
follower34,b'RT @MayTalcott: Sharia Law: Does Sharia Law Have A Place In The USA?',user26,,
follower34,b'Wake up.  What devours Europe will spread here. https://t.co/j2ZZX5JLWp',user26,,
follower34,b'RT @DonaldJTrumpJr: Obama claiming this economy may be the dumbest thing I\xe2\x80\x99ve ever heard. Anyone with a brain knows his policies of over re\xe2\x80\xa6',user26,,
follower34,b'RT @KrisParonto: Liberal Hypocrisy and Conservative censorship on full display .... again \xf0\x9f\x99\x84 ... this is getting old @jack &amp; @Twitter \xf0\x9f\xa4\xa8 #Lia\xe2\x80\xa6',user26,,
follower34,b'RT @9titles15years: @festus66 They all get paid for this insanity and that money always ends up coming from the same radical Left multi-bil\xe2\x80\xa6',user26,,
follower34,b'RT @4uConservatives: Will you be voting for Donald Trump in 2020?\n\nPlease RT after you vote!',user26,,
follower34,"b'RT @marklevinshow: The pathetic, childish &amp; obnoxious conduct of the Senate Judiciary Committee Democrats, every damn one of them, demonstr\xe2\x80\xa6'",user26,,
follower34,b'RT @SebGorka: When you subvert a lawful and constitutionally mandated authority it\xe2\x80\x99s NOT #RESISTANCE it\xe2\x80\x99s #TREASON. https://t.co/4BX0gN6qOL',user26,,
follower34,"b'Thread by @ThomasWictor: ""(1) Anatomy of a political stunt in which a father used the murder of his daughter to try\xe2\x80\xa6 https://t.co/zbWqRrWiny'",user26,,
follower34,b'RT @HurlRamone: *18-20 American spies killed by China as a result of Hillary giving them server access. \n*American spies killed by Iran at\xe2\x80\xa6',user26,,
follower34,b'RT @RealJamesWoods: For all you morons who embrace socialism... https://t.co/V7lGBI3a12',user26,,
follower34,"b""RT @ThomasWictor: (19) Just watch everything unfold the way I'm predicting.\n\nThe SDNY is F*CKED.\n\nThey corrupted the Cohen case for politic\xe2\x80\xa6""",user26,,
follower34,"b'RT @GOP: \xe2\x80\x9cWe believe that any party that puts criminal aliens before American citizens should be voted out of office, not into office.\xe2\x80\x9d htt\xe2\x80\xa6'",user26,,
follower34,"b'RT @S_Cooper0404: Leftist narrative peddler, Symone Sanders, says the murder of #MollieTibbetts had nothing to w/ her killer being in the U\xe2\x80\xa6'",user26,,
follower34,b'RT @TomFitton: Interesting. Cohen Attorney Lanny Davis Is Registered Foreign Agent for Pro-Russian Oligarch Wanted by US Government and Lin\xe2\x80\xa6',user26,,
follower34,b'Excellent thread on Security Clearances and how so many operatives do not deserve to keep them.  Time to clean the\xe2\x80\xa6 https://t.co/kV80SlOHa0',user26,,
follower34,b'RT @USArmy: Would you go out in a hailstorm to save the flag?\n\n#USArmy Soldiers would. \n\n@FOX2News\n\nhttps://t.co/XkdgkBpcU0 https://t.co/qk\xe2\x80\xa6',user26,,
follower34,"b'RT @marklutchman: Andrew Cuomo, how dare you pardon an  illegal immigrant facing deportation, just hours after Mollie Tibbetts was murdered\xe2\x80\xa6'",user26,,
follower35,b'RT @Juju_rja: Treason: Democrats illegally stuffing ballot boxes https://t.co/8eV0arOnY1 via @YouTube',user30,,
follower35,b'Treason: Democrats illegally stuffing ballot boxes https://t.co/8eV0arOnY1 via @YouTube',user30,,
follower35,"b'RT @JordanSchachtel: ""Trump-Russia"" beat writers at NYT+WaPo are willing arms of a campaign to sabotage the WH. Simple stenographers for th\xe2\x80\xa6'",user30,,
follower35,b'RT @AnnaApp91838450: Good Night\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Patriots\nPost Were A$$ Kicking\xf0\x9f\x94\xa5\nLuv President Trump\xe2\x9d\xa4\nAwesome Followers/Blue\nMilitary/ICE! Never Give Up \nT\xe2\x80\xa6',user30,,
follower35,"b'RT @LiberatedCit: #HurricaneFlorence2018\n #LiberalismIsAMentalDisorder \xf0\x9f\xa4\xaa\n\nDemocrats, media blaming Trump for Hurricane Florence is a new lo\xe2\x80\xa6'",user30,,
follower35,"b""RT @lalady71055: Benghazi isn't going away! Justice!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Let's show her what a difference it makes...behind bars.... https://t.co/O7FzlS9cf4""",user30,,
follower35,"b'EVIL, LYING WOMAN. = #Democrat, https://t.co/djcttDuXbj'",user30,,
follower35,"b'RT @NWSEastern: Life-threatening, catastrophic flash flooding &amp; prolonged significant river flooding are likely over portions of the Caroli\xe2\x80\xa6'",user30,,
follower35,b'RT @DineshDSouza: Finally an administration that works to strengthen our allies and weaken our adversaries https://t.co/gIxuAktsJL',user30,,
